Company,Product,Sum of Amount,Sum of Gross profit,Sum of Quantity,Sum of GP_pct
THSITH,6236 MA/C4-SKF / BEARINGS,93320,46628.3,2,50.0%
THSITH,QJ 228 N2MA-SKF / BEARINGS,93205,8546.4,4,9.2%
THSITH,NAG 4926-IKO / BEARINGS,93150,12150,10,13.0%
THSITH,6011-2RS1-SKF / BEARINGS,93148,15988.21,158,17.2%
THSITH,40HPX10FT.PKG.INCL.ISC/CL-HKH / HOLLOW PI,93000,52500,30,56.5%
THSITH,6212-2Z-SKF / BEARINGS,92887,17842.48,132,19.2%
THSITH,"SYNT 75L-SKF / Pillow block roller bearing unit, two",92771,14022.54,7,15.1%
THSITH,32004 X-SKF / BEARINGS,92574,16664.6,333,18.0%
THSITH,23120 CCK/W33-SKF / BEARINGS,92253,15641.22,15,17.0%
THSITH,22210 EK-SKF / BEARINGS,92098,15299.93,44,16.6%
THSITH,3214 A-SKF / BEARINGS,92055,5551.8,22,6.0%
THSITH,6318-SKF / BEARINGS,92034,9854.72,27,10.7%
THSITH,PHG B66-SKF / CLASSICAL V-BELTS,91780,47283.94,351,51.5%
THSITH,6003-2Z-SKF / BEARINGS,91731,17453.9,1025,19.0%
THSITH,6224/C3-SKF / BEARINGS,91652,7497.54,19,8.2%
THSITH,22313 E/C3-SKF / BEARINGS,91500,13353.66,20,14.6%
THSITH,NU 218 ECM-SKF / BEARINGS,91493,11253.56,10,12.3%
THSITH,PHC 08B-1X10FT-SKF / ROLLER CHAINS (BS),91460,47837.68,84,52.3%
THSITH,CF 20-1 VUURAB-THK / BEARING,91440,21040,80,23.0%
THSITH,6316 M/C3-SKF / BEARINGS,91274,12375.54,14,13.6%
THSITH,6202-2RSH/C3-SKF / BEARINGS,91086.5,16807.62,1139,18.5%
THSITH,7018 CTYNSULP4-NSK / BEARINGS,90800,34940,8,38.5%
THSITH,ดอกสว่านเจาะสแตนเลส HSS-CO5 ลับปาก 8 MM. / K,90720,30461.76,84,33.6%
THSITH,VKBC 20005-SKF / WHEEL BEARING KIT,90611,20947.77,51,23.1%
THSITH,6202-SKF / BEARINGS,90571,16877.92,1456,18.6%
THSITH,6010-2Z-SKF / BEARINGS,90555,15350.26,234,17.0%
THSITH,NU 232 ECML/C3-SKF / BEARINGS,90249,12918.69,4,14.3%
THSITH,NN 3014 M2C1NAP4-NACHI / BEARINGS,90000,21980,10,24.4%
THSITH,TMMD 100-SKF / INTERNAL PULLERS,89860.4,17709.2,3,19.7%
THSITH,PHC 24B-1X10FT-SKF / BS ROLLER CHAINS,89760,40372.74,10,45.0%
THSITH,30226-SKF / BEARING,89745,7309.54,8,8.1%
THSITH,22315 EK-SKF / BEARINGS,89465,8508.6,17,9.5%
THSITH,6214-2RS1-SKF / BEARINGS,89249,13051.81,76,14.6%
THSITH,6222/C3-SKF / BEARINGS,89113,12975.28,26,14.6%
THSITH,22219 E-SKF / BEARINGS,88823,14455.49,17,16.3%
THSITH,C2052SS-PCM / DOUPLE PITCH CONVEYOR CHA,88800,16800,16,18.9%
THSITH,6318/C3VL0241-SKF / INSULATED BEARINGS,88794,14936.62,4,16.8%
THSITH,SHS25LC1SS-THK / ลูกปืนลิเนียร์,88160,18800,16,21.3%
THSITH,TKRS 31-SKF / Stroboscopes,88156,21380,2,24.3%
THSITH,NU 316 ECM-SKF / BEARINGS,88013,9280.79,11,10.5%
THSITH,61836-SKF / BEARINGS,87982,14045.18,9,16.0%
THSITH,6319-2Z/C3-SKF / BEARINGS,87780,13279.66,16,15.1%
THSITH,7213 BECBM-SKF / BEARINGS,87744,10470.25,21,11.9%
THSITH,30317-SKF / BEARINGS,87707,10605.74,18,12.1%
THSITH,2205 ETN9-SKF / BEARINGS,87420.24,14143.45,182,16.2%
THSITH,U-5321-EMR-ROLLWAY / BEARINGS,87400,11400,1,13.0%
THSITH,TMIP 30-60-SKF / INTERNAL BEARING PULLER,87354,17856.72,4,20.4%
THSITH,TT OPTICAL-OPTIBELT / Frequency Tension Tester,87354,12354,3,14.1%
THSITH,61828-SKF / BEARINGS,87311,13672.24,16,15.7%
THSITH,6324 M/C3-SKF / BEARING,87246,8734.81,5,10.0%
